Row,userid,mood,activity.daily_routines,activity.emotional,activity.entertainment,activity.intellectual,activity.live_music,activity.music_listening,activity.on_the_move,activity.physical,activity.social
Row 485,47,tragic,0,0,0,0,1,0,0,0,0
Row 486,47,uplifting,0,0,0,0,0,0,0,0,1
Row 487,49,aggressive,1,0,0,0,0,1,1,1,0
Row 488,49,amazed,0,0,0,0,1,1,1,0,1
Row 489,49,bitchy,1,0,0,0,0,0,1,1,0
Row 490,49,celebratory,0,0,0,0,0,0,0,0,0
Row 491,49,deep,0,1,0,0,0,0,0,0,0
Row 492,49,delighted,1,0,1,0,0,0,1,0,0
Row 493,49,dramatic,0,1,0,0,0,0,0,0,0
Row 494,49,emotional,0,1,0,0,0,0,0,0,0
Row 495,49,encouraged,0,1,0,1,0,0,0,1,0
Row 496,49,enthusiastic,1,1,1,1,1,1,1,1,1
Row 497,49,euphoric,0,0,0,0,0,0,0,0,0
Row 498,49,fantastic,1,0,0,0,0,0,1,0,0
Row 499,49,festive,0,0,1,0,0,0,0,0,1
Row 500,49,friendly,1,0,1,0,0,0,1,0,1
Row 501,49,funny,1,0,0,0,0,0,1,0,1
Row 502,49,furious,0,0,0,0,0,0,1,0,0
Row 503,49,glorious,0,0,0,0,0,0,1,1,0
Row 504,49,good,1,1,1,1,1,1,1,1,1
Row 505,49,graceful,1,0,0,0,1,1,1,1,1
Row 506,49,happy,1,1,1,0,1,1,1,1,1
Row 507,49,heroic,0,0,0,0,1,0,1,0,1
Row 508,49,hot,1,0,0,0,0,0,1,1,0
Row 509,49,in_love,0,1,0,0,1,1,0,0,1
Row 510,49,inspired,0,0,0,1,0,0,0,0,0
Row 511,49,joyful,0,0,1,0,1,1,1,0,1
Row 512,49,jumpy,,,,,,,,,
Row 513,49,liberated,0,0,0,0,0,0,0,0,0
Row 514,49,light_hearted,0,1,0,0,0,1,1,0,0
Row 515,49,moody,,,,,,,,,
Row 516,49,motivational,1,0,0,0,0,0,1,1,0
Row 517,49,nocturnal,0,0,0,0,0,0,0,0,0
Row 518,49,peaceful,0,1,0,0,0,1,1,0,0
Row 519,49,positive,0,0,0,0,0,1,0,0,1
Row 520,49,powerful,1,0,0,0,0,0,1,1,0
Row 521,49,reflective,0,0,0,0,0,0,0,0,0
Row 522,49,religious,0,0,0,0,0,1,0,0,0
Row 523,49,retro,0,0,0,0,0,0,0,0,1
Row 524,49,rhythmical,1,0,0,0,0,0,1,0,0
Row 525,49,romantic,0,1,0,0,1,1,0,0,1
Row 526,49,sensual,,,,,,,,,
Row 527,49,sentimental,0,0,0,0,0,0,0,0,0
Row 528,49,serene,,,,,,,,,
Row 529,49,severe,,,,,,,,,
Row 530,49,sexy,0,1,0,0,0,1,0,0,1
Row 531,49,slow,0,1,0,0,0,1,0,0,0
Row 532,49,soft,0,1,0,0,1,1,0,0,1
Row 533,49,sorry,0,1,0,0,0,1,0,0,0
Row 534,49,spiritual,0,0,0,1,0,0,0,0,0
Row 535,49,spontaneous,0,0,0,0,0,0,1,0,0
Row 536,49,strong,0,0,0,0,0,0,1,1,0
Row 537,49,stylish,0,0,0,0,0,1,0,0,1
Row 538,49,successful,,,,,,,,,
Row 539,49,tragic,0,1,0,0,0,0,0,0,0
Row 540,51,adorable,0,0,0,0,0,0,0,0,0
Row 541,51,aggressive,0,0,0,0,0,0,0,0,0
Row 542,51,animated,0,0,0,0,0,0,0,0,0
Row 543,51,dramatic,0,0,0,0,0,0,0,0,0
Row 544,51,encouraged,0,0,0,0,0,0,0,0,0
Row 545,51,happy,0,1,0,0,0,0,0,0,0
Row 546,51,in_love,0,0,0,0,0,0,0,0,0
Row 547,51,jumpy,0,0,0,0,0,0,0,0,0
Row 548,51,liberated,0,0,0,0,0,0,0,0,0
Row 549,51,pleasant,0,0,0,0,0,0,0,0,0
Row 550,51,sexy,0,0,0,0,0,0,0,0,0
Row 551,51,smooth,0,0,0,0,0,0,1,0,0
Row 552,51,soft,0,0,0,0,0,0,0,0,0
Row 553,52,bored,0,0,0,0,0,0,0,0,0
Row 554,52,celebratory,0,0,0,0,1,0,0,0,0
Row 555,52,dancing,0,0,0,0,1,0,0,0,1
Row 556,52,deep,0,1,0,0,0,0,0,0,0
Row 557,52,dramatic,0,1,0,0,0,0,0,0,0
Row 558,52,driving,1,0,0,0,0,0,1,0,0
Row 559,52,elegant,0,0,0,1,0,1,0,0,0
Row 560,52,energetic,0,0,0,0,0,0,0,1,0
Row 561,52,fantastic,1,0,0,0,1,0,1,1,0
Row 562,52,festive,0,0,0,0,1,0,0,0,0
Row 563,52,free,0,1,0,0,1,0,1,1,1
Row 564,52,friendly,0,0,0,0,0,0,0,0,1
Row 565,52,gentle,0,0,0,0,0,0,0,0,0
Row 566,52,glorious,1,1,0,0,0,0,1,0,0
Row 567,52,good,1,0,0,0,1,1,1,0,1
Row 568,52,happy,1,0,0,0,0,1,1,1,1
Row 569,52,hot,0,0,0,0,0,0,0,1,0
Row 570,52,inspired,0,1,0,1,0,0,0,0,0
Row 571,52,interested,0,0,0,0,0,0,0,0,0
Row 572,52,joyful,0,0,0,0,1,0,0,0,0
Row 573,52,jumpy,0,0,0,0,1,0,0,0,0
Row 574,52,liked,,,,,,,,,
Row 575,52,loud,0,0,0,0,0,0,0,1,0
Row 576,52,moody,0,0,0,0,1,0,0,0,0
Row 577,52,motivational,1,0,0,0,0,0,0,1,0
Row 578,52,nocturnal,0,0,0,0,0,0,0,0,1
Row 579,52,peaceful,0,1,0,0,0,0,0,0,1
Row 580,52,playful,0,0,0,0,0,0,0,0,1
Row 581,52,powerful,0,1,0,0,0,0,0,1,1
Row 582,52,relaxed,0,0,0,0,0,1,0,0,0
Row 583,52,religious,0,1,0,0,0,0,0,0,0
Row 584,52,repetitive,0,0,0,0,0,0,0,0,0
Row 585,52,retro,0,0,0,0,0,1,0,0,0
Row 586,52,romantic,0,1,0,0,0,0,0,0,0
Row 587,52,satisfied,0,1,0,0,0,0,0,0,0
Row 588,52,sensual,0,0,0,0,0,0,0,1,0
Row 589,52,sentimental,0,1,0,1,0,0,0,0,0
Row 590,52,severe,0,1,0,0,0,0,0,0,0
Row 591,52,sexual,0,1,0,0,0,0,0,1,1
Row 592,52,sexy,0,0,0,0,0,0,0,0,1
Row 593,52,soft,0,1,0,0,0,0,0,0,0
Row 594,52,spiritual,0,1,0,0,0,0,0,0,0
Row 595,52,spontaneous,0,0,0,0,0,0,0,0,0
Row 596,52,tragic,0,1,0,0,0,0,0,0,0
Row 597,53,bitchy,0,0,0,1,0,0,0,0,0
Row 598,53,cool,0,0,0,0,0,0,1,0,0
Row 599,53,delighted,0,0,0,0,1,0,0,0,0
Row 600,53,encouraged,,,,,,,,,
Row 601,53,enthusiastic,0,0,0,0,0,0,1,0,0
Row 602,53,euphoric,0,0,0,0,1,0,0,0,0
Row 603,53,fast,0,0,0,0,0,0,1,0,0
Row 604,53,friendly,0,1,0,0,0,0,0,0,0
Row 605,53,funny,0,0,0,0,0,0,0,0,1
Row 606,53,glorious,0,0,0,0,1,0,0,0,0
Row 607,53,happy,0,1,0,0,0,0,0,0,0
Row 608,53,inspired,0,1,0,0,0,0,0,0,0
Row 609,53,interested,0,0,0,1,0,0,0,0,0
Row 610,53,light_hearted,0,0,0,0,0,0,0,0,0
Row 611,53,liked,0,0,0,0,0,0,0,1,0
Row 612,53,moody,0,0,0,0,0,0,0,0,0
Row 613,53,peaceful,0,1,0,0,0,0,0,0,0
Row 614,53,playful,0,0,0,0,0,0,1,0,0
Row 615,53,sad,,,,,,,,,
Row 616,53,sentimental,0,1,0,0,0,0,0,0,0
Row 617,53,serene,0,0,0,0,0,0,1,0,0
Row 618,53,severe,0,0,0,0,0,0,0,0,0
Row 619,53,sexual,0,0,0,0,0,0,0,0,1
Row 620,53,stimulated,0,0,0,0,0,0,1,0,0
Row 621,53,stylish,0,0,0,0,0,0,0,0,1
Row 622,53,tragic,,,,,,,,,
Row 623,53,tranquil,0,1,0,0,0,0,0,0,0
Row 624,54,passionate,0,1,0,1,0,1,0,0,0
Row 625,54,tranquil,0,1,1,1,0,1,1,0,0
Row 626,54,uplifting,0,1,0,1,0,1,0,1,1
Row 627,56,dramatic,1,0,0,1,1,1,1,0,1
Row 628,56,intense,1,1,1,1,1,1,1,1,1
Row 629,57,adorable,0,0,0,0,0,0,0,0,0
Row 630,57,aggressive,0,0,0,0,1,0,0,1,0
Row 631,57,amazed,0,0,0,0,0,0,0,1,0
Row 632,57,angry,0,0,0,0,1,0,1,1,0
Row 633,57,celebratory,0,0,0,0,0,0,0,0,0
Row 634,57,dancing,0,0,0,0,1,0,0,1,0
Row 635,57,delighted,0,0,0,1,0,0,0,0,0
Row 636,57,dramatic,0,1,0,0,0,0,0,0,0
Row 637,57,dreamy,0,1,0,1,0,0,0,0,0
Row 638,57,easy,0,0,0,0,0,0,1,0,0
Row 639,57,energetic,0,0,0,0,1,1,0,1,1
Row 640,57,fantastic,0,0,0,0,0,0,0,0,0
Row 641,57,friendly,0,0,0,0,0,0,0,0,0
Row 642,57,good,0,1,0,0,1,0,0,0,0
Row 643,57,graceful,0,0,0,0,0,0,0,0,0
Row 644,57,heroic,0,0,0,0,0,0,0,1,0
Row 645,57,hot,0,0,0,0,0,0,0,0,0
Row 646,57,in_love,0,1,0,0,0,0,0,0,0
Row 647,57,joyful,0,0,0,0,0,0,0,0,0
Row 648,57,jumpy,0,0,0,0,1,0,0,1,0
Row 649,57,liberated,0,0,0,0,0,0,0,0,0
Row 650,57,loud,0,0,0,0,1,1,1,1,1
Row 651,57,nocturnal,0,0,0,0,0,0,0,0,0
Row 652,57,passionate,0,1,0,0,0,0,0,0,0
Row 653,57,playful,0,0,1,0,1,0,1,0,0
Row 654,57,religious,0,0,0,0,0,0,0,0,0
Row 655,57,rhythmical,0,0,0,0,1,1,0,1,0
Row 656,57,satisfied,0,0,0,0,0,0,0,0,0
Row 657,57,smooth,0,0,1,1,0,0,0,0,0
Row 658,57,tragic,0,1,0,0,0,0,0,0,0
Row 659,57,uplifting,0,0,0,0,1,0,1,1,0
Row 660,59,bored,0,0,1,1,0,0,0,1,0
Row 661,59,heroic,0,0,1,1,0,0,0,1,0
Row 662,59,liked,0,0,1,0,1,0,0,1,0
Row 663,59,stimulated,0,0,1,1,0,0,0,1,0
Row 664,60,aggressive,0,0,0,0,0,0,0,0,1
Row 665,60,amazed,0,0,0,0,0,0,0,1,0
Row 666,60,angry,0,0,0,0,0,0,0,1,0
Row 667,60,animated,0,0,0,0,0,0,0,1,0
Row 668,60,dancing,0,0,0,0,0,0,0,1,0
Row 669,60,deep,0,1,0,0,0,0,0,0,0
Row 670,60,delighted,1,0,0,0,0,0,0,0,0
Row 671,60,dreamy,0,0,0,0,0,0,0,1,0
Row 672,60,driving,0,1,0,0,0,0,0,0,0
Row 673,60,encouraged,0,0,0,1,0,0,0,0,0
Row 674,60,energetic,0,0,0,0,0,0,0,1,0
Row 675,60,enthusiastic,1,0,0,0,0,0,0,0,0
Row 676,60,epic,0,1,0,0,0,0,0,0,0
Row 677,60,euphoric,0,0,1,0,0,0,0,0,0
Row 678,60,excited,0,1,0,0,0,0,0,0,0
Row 679,60,fantastic,0,0,0,0,0,0,1,0,0
Row 680,60,festive,0,0,0,0,0,0,0,1,0
Row 681,60,free,0,0,0,0,1,0,0,0,0
Row 682,60,friendly,0,0,0,0,1,0,0,0,0
Row 683,60,funny,0,0,0,0,0,0,0,0,1
Row 684,60,furious,0,0,0,0,0,0,1,0,0
Row 685,60,gentle,0,0,0,1,0,0,0,0,0
Row 686,60,glorious,0,0,0,1,0,0,0,0,0
Row 687,60,heroic,0,0,1,0,0,0,0,0,0
Row 688,60,in_love,0,0,0,0,1,0,0,0,0
Row 689,60,intense,0,1,0,0,0,0,0,0,0
Row 690,60,interested,0,0,1,0,0,0,0,0,0
Row 691,60,joyful,0,0,1,0,0,0,0,0,0
Row 692,60,jumpy,0,0,1,0,0,0,0,0,0
Row 693,60,light_hearted,0,0,0,0,0,0,0,0,1
Row 694,60,loud,0,1,0,0,0,0,0,0,0
Row 695,60,melancholic,0,1,0,0,0,0,0,0,0
Row 696,60,moody,0,0,0,0,0,0,0,1,0
Row 697,60,motivational,0,0,0,0,0,0,0,1,0
Row 698,60,nocturnal,0,0,0,0,0,0,0,1,0
Row 699,60,passionate,0,0,0,0,1,0,0,0,0
Row 700,60,peaceful,0,0,0,0,0,0,0,0,1
Row 701,60,playful,0,0,1,0,0,0,0,0,0
Row 702,60,pleasant,0,0,0,0,0,0,0,1,0
Row 703,60,powerful,0,0,0,0,1,0,0,0,0
Row 704,60,reflective,0,0,1,0,0,0,0,0,0
Row 705,60,religious,0,0,0,0,1,0,0,0,0
Row 706,60,repetitive,0,0,0,0,1,0,0,0,0
Row 707,60,retro,0,0,0,0,0,0,0,1,0
Row 708,60,rhythmical,0,0,1,0,0,0,0,0,0
Row 709,60,romantic,0,0,0,0,0,0,0,1,0
Row 710,60,sad,0,0,1,0,0,0,0,0,0
Row 711,60,satisfied,0,0,0,0,0,0,0,1,0
Row 712,60,serene,0,0,0,0,0,0,0,0,1
Row 713,60,severe,0,0,0,0,0,0,0,0,1
Row 714,60,sexual,0,0,0,0,0,1,0,0,0
Row 715,60,slow,0,1,0,0,0,0,0,0,0
Row 716,60,smooth,0,1,0,0,0,0,0,0,0
Row 717,60,soft,0,0,1,0,0,0,0,0,0
Row 718,60,sorry,0,0,1,0,0,0,0,0,0
Row 719,60,spontaneous,0,1,0,0,0,0,0,0,0
Row 720,60,strong,0,0,0,0,1,0,0,0,0
Row 721,60,successful,0,0,0,0,0,0,0,1,0
Row 722,60,tragic,0,0,1,0,0,0,0,0,0
Row 723,60,tranquil,0,0,0,0,0,0,0,1,0
Row 724,61,amazed,,,,,,,,,
Row 725,61,peaceful,1,0,0,0,0,0,0,0,0
Row 726,61,sensual,0,0,0,0,0,0,1,0,0
Row 727,61,serene,1,0,0,0,1,1,1,1,1
Row 728,62,aggressive,0,0,1,0,0,0,0,0,0
Row 729,62,bored,0,0,0,0,0,1,0,0,0
Row 730,62,cool,0,0,0,0,0,1,0,0,0
Row 731,62,dancing,0,0,0,0,0,0,0,1,0
Row 732,62,driving,1,1,0,0,0,1,0,0,1
Row 733,62,easy,0,1,0,0,0,0,0,0,0
Row 734,62,elegant,0,0,0,1,0,0,0,0,1
Row 735,62,euphoric,0,0,0,0,0,1,0,0,0
Row 736,62,excited,0,0,0,0,0,0,0,0,1
Row 737,62,fantastic,0,1,0,0,0,0,0,0,0
Row 738,62,festive,0,0,0,0,0,0,1,0,0
Row 739,62,fun,0,0,0,0,0,0,1,0,0
Row 740,62,good,0,0,0,0,0,0,1,0,0
Row 741,62,graceful,0,0,0,0,0,0,0,1,0
Row 742,62,happy,0,0,1,0,0,0,0,0,0
Row 743,62,hot,0,0,0,0,0,0,0,1,0
Row 744,62,in_love,0,0,0,0,1,0,0,0,0
Row 745,62,moody,0,0,0,0,0,0,0,0,1
Row 746,62,peaceful,0,0,0,0,0,0,0,1,0
Row 747,62,positive,0,0,0,0,1,0,0,0,0
Row 748,62,retro,0,0,0,0,1,0,0,0,0
Row 749,62,romantic,0,0,0,0,1,0,0,0,0
Row 750,62,soft,0,0,0,0,1,0,0,0,0
Row 751,62,stimulated,0,1,0,0,0,0,0,0,0
Row 752,62,strong,0,0,0,0,1,0,0,0,0
Row 753,63,adorable,0,0,0,0,0,1,0,0,0
Row 754,63,aggressive,0,0,0,0,0,0,0,1,0
Row 755,63,amazed,1,0,0,0,0,1,1,0,0
Row 756,63,angry,0,0,1,0,0,0,0,1,0
Row 757,63,animated,1,0,0,0,0,1,0,0,0
Row 758,63,bitchy,0,0,0,0,0,1,0,0,0
Row 759,63,bored,0,0,0,0,0,0,0,0,0
Row 760,63,celebratory,1,0,0,0,0,1,1,0,0
Row 761,63,cool,1,0,1,0,0,0,1,0,0
Row 762,63,dancing,1,0,0,0,0,1,1,0,0
Row 763,63,deep,0,0,0,0,0,1,0,0,0
Row 764,63,delighted,1,0,1,0,0,1,1,1,0
Row 765,63,dramatic,1,0,0,0,0,1,1,0,0
Row 766,63,dreamy,1,0,1,0,0,0,0,0,0
Row 767,63,driving,0,0,0,0,0,0,1,0,0
Row 768,63,easy,0,0,0,0,0,1,0,0,0
Row 769,63,elegant,0,0,0,0,0,1,1,0,0
Row 770,63,emotional,0,1,0,0,0,0,0,0,0
Row 771,63,encouraged,0,0,0,0,0,1,0,1,0
Row 772,63,energetic,1,0,1,0,0,1,1,0,0
Row 773,63,enthusiastic,0,0,0,0,0,1,1,0,0
Row 774,63,epic,1,0,0,0,0,1,1,0,0
Row 775,63,euphoric,1,0,0,0,0,1,1,0,0
Row 776,63,excited,1,0,0,0,0,1,1,0,0
Row 777,63,fantastic,1,1,0,0,0,0,1,0,0
Row 778,63,fast,1,0,0,0,0,1,1,0,0
Row 779,63,festive,1,0,0,0,0,0,1,0,0
Row 780,63,free,1,0,0,0,0,1,1,0,0
Row 781,63,friendly,1,0,0,0,0,1,1,0,0
Row 782,63,fun,0,1,0,0,0,0,0,1,0
Row 783,63,funny,1,0,0,0,0,1,1,0,0
Row 784,63,furious,0,0,0,0,0,0,0,1,0
Row 785,63,gentle,0,1,0,0,0,0,0,0,0
Row 786,63,glorious,1,0,0,0,0,1,1,0,0
Row 787,63,good,1,0,0,0,0,1,1,0,0
Row 788,63,graceful,1,0,0,0,0,1,1,0,0
Row 789,63,happy,1,0,0,0,0,1,1,0,0
Row 790,63,heroic,1,0,0,0,0,0,1,1,0
Row 791,63,hot,1,0,0,0,0,1,1,0,0
Row 792,63,in_love,1,1,0,0,0,1,0,0,0
Row 793,63,inspired,0,0,0,0,0,1,1,0,0
Row 794,63,intense,1,0,0,0,0,1,1,0,0
Row 795,63,interested,1,0,0,0,0,1,1,0,0
Row 796,63,joyful,1,1,0,0,1,0,1,0,0
Row 797,63,jumpy,0,0,0,0,0,1,1,0,0
Row 798,63,liberated,0,0,0,0,0,1,1,0,0
Row 799,63,light_hearted,0,0,0,0,0,1,0,0,0
Row 800,63,liked,1,0,0,0,0,1,1,0,0
Row 801,63,loud,0,0,0,0,0,0,1,1,0
Row 802,63,melancholic,0,0,0,0,0,0,0,0,0
Row 803,63,moody,1,0,0,0,0,0,1,0,0
Row 804,63,motivational,1,0,0,0,0,1,1,0,0
Row 805,63,nocturnal,0,0,0,0,0,0,0,0,0
Row 806,63,passionate,1,0,0,0,0,0,0,0,0
Row 807,63,peaceful,0,1,0,0,0,1,0,0,0
Row 808,63,playful,0,0,0,0,0,1,1,0,0
Row 809,63,pleasant,1,0,0,0,0,1,1,0,0
Row 810,63,positive,1,0,0,0,0,1,1,0,0
Row 811,63,powerful,1,0,0,0,0,1,1,0,0
Row 812,63,pulsating,1,0,0,0,0,1,1,0,0
Row 813,63,reflective,0,0,0,0,0,1,0,0,0
Row 814,63,relaxed,1,1,1,0,0,0,1,0,0
Row 815,63,religious,0,0,0,0,0,0,0,0,0
Row 816,63,repetitive,0,0,0,0,0,1,0,0,0
Row 817,63,retro,0,1,0,0,0,0,0,1,0
Row 818,63,rhythmical,1,0,0,0,0,0,1,1,0
Row 819,63,romantic,0,1,0,0,0,1,0,0,0
Row 820,63,sad,0,1,0,0,0,0,0,0,0
Row 821,63,satisfied,1,0,0,0,0,1,1,0,0
Row 822,63,sensual,0,0,0,0,0,1,1,0,0
Row 823,63,sentimental,1,0,0,0,0,0,1,0,0
Row 824,63,serene,0,1,0,0,0,0,0,1,0
Row 825,63,severe,0,1,1,0,0,0,0,0,0
Row 826,63,sexual,1,0,0,0,0,1,1,0,0
Row 827,63,sexy,1,0,0,0,0,1,1,0,0
Row 828,63,slow,0,0,0,0,0,0,0,0,0
Row 829,63,smooth,1,0,0,0,0,1,1,0,0
Row 830,63,soft,0,1,0,0,0,0,0,0,0
Row 831,63,sorry,0,1,0,0,0,0,0,1,0
Row 832,63,spiritual,1,0,0,0,0,0,0,0,0
Row 833,63,spontaneous,1,0,0,0,0,1,1,0,0
Row 834,63,stimulated,0,0,0,0,0,1,1,1,0
Row 835,63,strong,1,0,0,0,0,1,1,1,0
Row 836,63,stylish,0,0,0,1,0,0,1,1,0
Row 837,63,successful,1,0,0,0,0,0,1,0,0
Row 838,63,tragic,0,1,0,0,0,0,0,0,0
Row 839,63,tranquil,0,0,0,0,0,0,0,0,0
Row 840,63,uplifting,0,0,0,0,0,0,0,1,0
Row 841,65,celebratory,0,0,0,0,1,1,0,0,0
Row 842,66,bitchy,0,1,1,1,1,0,0,0,0
Row 843,66,celebratory,0,0,0,1,1,0,0,1,0
Row 844,66,cool,0,1,0,1,0,0,0,0,1
Row 845,66,delighted,0,1,0,1,0,0,0,0,0
Row 846,66,dreamy,0,0,0,1,1,0,1,1,0
Row 847,66,elegant,1,1,1,0,0,1,1,0,0
Row 848,66,encouraged,1,0,1,0,0,0,0,1,0
Row 849,66,euphoric,0,0,1,0,1,1,0,0,0
Row 850,66,fantastic,0,0,0,1,1,0,0,1,0
Row 851,66,festive,1,0,0,1,0,0,0,1,0
Row 852,66,fun,0,0,1,1,0,0,0,1,0
Row 853,66,funny,0,0,0,0,0,0,0,0,0
Row 854,66,graceful,0,0,0,1,0,0,0,0,0
Row 855,66,in_love,0,0,1,0,0,0,1,1,0
Row 856,66,inspired,0,1,1,1,0,0,0,0,0
Row 857,66,light_hearted,0,1,0,1,0,0,0,1,0
Row 858,66,satisfied,1,1,1,0,0,0,0,0,0
Row 859,66,sensual,0,0,0,1,1,0,0,1,0
Row 860,66,slow,0,1,1,1,0,0,1,0,0
Row 861,66,spiritual,0,1,1,0,0,0,0,0,1
Row 862,66,uplifting,0,0,0,1,0,0,0,1,0
Row 863,67,adorable,0,0,0,0,0,0,1,0,0
Row 864,67,aggressive,1,1,0,1,0,0,0,0,0
Row 865,67,animated,0,1,1,0,0,0,0,0,0
Row 866,67,bored,1,0,0,0,1,1,0,1,0
Row 867,67,deep,0,1,1,0,1,0,0,0,0
Row 868,67,delighted,0,1,0,1,0,0,0,1,0
Row 869,67,dramatic,0,0,0,1,1,0,0,0,0
Row 870,67,dreamy,1,1,1,0,0,0,0,0,0
Row 871,67,encouraged,0,0,0,0,0,0,0,0,0
Row 872,67,euphoric,0,1,1,1,0,1,0,0,0
Row 873,67,fantastic,0,1,1,0,1,0,0,0,0
Row 874,67,funny,0,1,0,0,1,1,0,0,0
Row 875,67,graceful,1,0,0,1,0,0,0,1,0
Row 876,67,liberated,1,1,1,0,0,0,0,0,1
Row 877,67,loud,0,1,0,1,0,0,1,0,0
Row 878,67,playful,0,0,1,1,1,0,0,0,1
Row 879,67,pleasant,0,1,1,0,0,0,1,0,1
Row 880,67,reflective,1,1,1,0,0,0,0,0,1
Row 881,67,relaxed,0,1,1,0,0,0,1,0,1
Row 882,67,retro,0,0,0,0,1,0,0,1,1
Row 883,67,sensual,1,0,1,0,0,0,1,0,0
Row 884,67,serene,0,0,0,0,0,0,0,0,0
Row 885,67,severe,1,0,0,0,1,1,1,1,0
Row 886,67,sexy,0,1,0,0,1,0,0,1,1
Row 887,68,friendly,0,1,1,0,0,1,1,0,0
Row 888,70,angry,0,0,0,0,0,0,0,0,0
Row 889,70,animated,0,0,0,0,0,1,1,0,0
Row 890,70,bitchy,0,1,0,0,0,0,0,0,0
Row 891,70,celebratory,1,0,0,0,0,0,1,0,0
Row 892,70,deep,0,0,0,0,0,1,0,0,0
Row 893,70,elegant,0,0,0,1,0,0,0,0,1
Row 894,70,epic,1,0,0,0,0,1,1,0,0
Row 895,70,hot,0,0,0,0,0,1,1,0,0
Row 896,70,sad,0,1,0,0,0,1,0,0,0
Row 897,70,sensual,0,0,0,0,0,0,1,0,0
Row 898,70,sentimental,0,1,0,0,1,0,0,0,1
Row 899,70,successful,1,0,0,0,0,0,1,0,0
Row 900,70,uplifting,1,0,0,0,1,0,1,0,0
Row 901,71,positive,0,0,0,0,0,0,1,1,0
Row 902,72,good,,,,,,,,,
Row 903,72,happy,0,0,0,0,0,1,0,0,0
Row 904,72,heroic,0,0,1,0,0,0,0,0,0
Row 905,72,light_hearted,0,0,0,0,0,1,0,0,0
Row 906,72,moody,0,0,1,0,0,0,0,0,1
Row 907,72,sad,0,1,0,0,0,0,0,0,0
Row 908,72,sensual,0,0,0,0,0,1,0,0,0
Row 909,72,smooth,0,0,0,0,0,0,0,0,1
Row 910,72,tranquil,0,0,0,0,0,0,0,0,0
Row 911,72,uplifting,0,0,1,0,0,0,0,0,0
Row 912,73,amazed,0,0,0,0,0,0,0,0,0
Row 913,73,angry,0,0,0,0,0,0,0,1,0
Row 914,73,cool,0,0,0,0,0,0,0,0,0
Row 915,73,energetic,0,0,0,0,0,0,1,1,0
Row 916,73,fun,1,0,0,0,1,0,1,0,1
Row 917,73,furious,0,0,0,0,0,0,0,1,0
Row 918,73,gentle,0,0,0,0,0,0,0,0,0
Row 919,73,good,0,0,0,0,0,0,0,0,0
Row 920,73,happy,1,0,0,0,0,0,1,0,1
Row 921,73,in_love,0,1,0,0,0,0,0,0,0
Row 922,73,inspired,0,1,0,1,0,0,0,0,0
Row 923,73,joyful,,,,,,,,,
Row 924,73,jumpy,0,0,0,0,1,0,0,0,0
Row 925,73,light_hearted,0,0,0,0,0,0,0,0,0
Row 926,73,loud,0,0,0,0,1,0,0,0,0
Row 927,73,motivational,0,0,0,0,0,0,1,0,0
Row 928,73,nocturnal,0,0,0,0,1,1,0,0,0
Row 929,73,passionate,0,0,0,0,0,0,0,0,1
Row 930,73,peaceful,0,1,0,0,0,1,0,0,0
Row 931,73,playful,1,0,0,0,1,0,1,0,0
Row 932,73,positive,0,0,0,0,0,0,1,0,0
Row 933,73,relaxed,0,1,0,0,0,0,0,0,0
Row 934,73,repetitive,0,0,0,0,1,0,0,0,0
Row 935,73,serene,0,1,0,0,0,0,0,0,0
Row 936,73,successful,0,0,0,0,0,0,1,0,0
Row 937,73,tragic,0,1,0,0,0,0,0,0,0
Row 938,73,uplifting,0,0,0,0,0,0,0,0,0
Row 939,74,pulsating,0,0,0,0,0,0,0,0,0
Row 940,74,relaxed,0,0,0,0,0,1,0,0,0
Row 941,74,sexual,0,0,1,0,0,0,0,1,0
Row 942,75,adorable,1,0,0,0,1,0,0,1,0
Row 943,75,angry,1,0,0,0,0,0,1,1,0
Row 944,75,animated,0,1,0,1,0,0,1,0,0
Row 945,75,dancing,0,0,1,0,1,0,0,0,0
Row 946,75,dreamy,1,0,1,0,1,0,0,0,0
Row 947,75,driving,1,1,0,0,0,0,1,0,0
Row 948,75,easy,0,0,0,1,1,0,0,1,0
Row 949,75,emotional,0,0,1,0,0,0,1,0,1
Row 950,75,encouraged,0,0,1,1,1,0,0,0,0
Row 951,75,energetic,0,0,0,0,0,0,1,1,0
Row 952,75,enthusiastic,1,0,0,1,1,0,0,0,0
Row 953,75,epic,0,0,0,1,0,0,1,1,0
Row 954,75,euphoric,1,0,1,0,1,0,0,0,0
Row 955,75,excited,0,0,0,0,0,0,1,1,1
Row 956,75,free,1,0,1,0,0,0,0,0,1
Row 957,75,friendly,0,1,1,0,0,0,0,0,0
Row 958,75,funny,1,0,0,0,1,0,1,0,0
Row 959,75,good,1,1,0,0,0,0,0,0,0
Row 960,75,happy,0,0,0,1,1,0,0,1,0
Row 961,75,heroic,0,1,0,1,0,1,0,0,0
Row 962,75,in_love,0,1,0,1,0,0,0,0,0
Row 963,75,inspired,1,1,0,0,0,0,0,0,0
Row 964,75,interested,0,0,1,0,0,0,1,0,0
Row 965,75,joyful,0,0,1,0,0,0,1,0,1
Row 966,75,jumpy,0,0,0,1,1,0,0,0,0
Row 967,75,liberated,0,0,1,0,1,0,0,0,0
Row 968,75,light_hearted,1,0,1,0,0,0,0,0,1
