"trackid","artistname","tracknumber","duration","artistid","tracktitle","releasetitle","releaseid"
15723479,"Casting Crowns",3,338,83527,"Jesus, Friend Of Sinners","Come To The Well",1421923
15729966,"Shaan",4,456,51998,"Tum Jo Mil Gaye Ho","Coke Studio @ MTV India Season 1: Episode 8",1422562
15799820,"Radiohead",2,0,304,"Lotus Flower (Jacques Greene RMX)","TKOL RMX 1234567",1431929
15830824,"Black Veil Brides",12,277,677154,"Carolyn","We Stitch These Wounds",1434377
15836409,"Justice",6,271,32141,"On'n'On","Audio, Video, Disco.",1434738
15836713,"Lykke Li",1,280,137910,"I Follow Rivers (The Magician Remix)","I Follow Rivers",1434756
15837388,"Hariharan / Kavita Krishnamurthy",2,436,985055,"Tu Hi Re","Tera Mujhse Hai",1434805
15847266,"Justin Bieber",1,183,374352,"Mistletoe","Mistletoe",1435567
15893889,"Orpheus Chamber Orchestra / Edward Brewer",9,285,260984,"Purcell: Ciacona in G minor - (Andante)","Pachelbel: Canon - Baroque Music by Bach, Handel, Purcell, Vivaldi",1440359
15906287,"Diana Ross",5,249,138,"If We Hold On Together","The Greatest",1441633
15908235,"Chris Harvey",1,691,385987,"In Dreams With Betty","In Dreams With Betty",1441882
15917633,"I Biricchini",32,140,459110,"I due liocorni","50 successi per bambini",1442762
15952595,"R. Kelly",15,185,606,"Religious (Explicit Version)","The World's Greatest",1446105
15952617,"Backstreet Boys",3,287,2219,"Everybody (Backstreet's Back) (Extended Version)","The Very Best Of",1446101
15952622,"Backstreet Boys",7,234,2219,"Show Me the Meaning of Being Lonely","The Very Best Of",1446101
15965696,"Sting",5,267,71,"Englishman In New York","The Best Of 25 Years",1447392
15968601,"Birdy",2,203,79918,"Skinny Love","Birdy",1447562
15973820,"Akcent",213,195,95676,"My Passion","Clubland 20",1448035
15994384,"Sexy and I Know It Sexy and I Know It",1,221,1135473,"Sexy and I Know It","Sexy and I Know It",1450498
16011492,"Ameritz Audio Karaoke",1,226,1136106,"Jar Of Hearts (Originally Performed By Christina Perry)","Jar Of Hearts (Originally Performed By Christina Perry)",1451833
16037794,"Chris Tomlin",11,267,20071,"Amazing Grace (My Chains Are Gone)","How Great Is Our God: The Essential Collection",1454790
16038141,"The Beatles Recovered Band",12,160,1107530,"Michelle","Beatles Biggest Hits!",1454812
16040131,"Kelly Clarkson",2,221,8908,"Stronger (What Doesn't Kill You)","Stronger (Deluxe Version)",1455009
16044303,"Trololo Man",1,162,613655,"Trololo Song","Trololo Song",1455449
16047212,"Hurts",2,257,591670,"Wonderful Life","Happiness - Deluxe Edition",1455818
16047765,"Laura Pausini",10,275,5654,"Nel primo sguardo (duet with Silvia Pausini)","Inedito",1455893
16054185,"The Oscar Peterson Trio",5,143,781,"Ev%u2019ry Time We Say Goodbye","Oscar Peterson Trio Play the Songbook Hits",1456531
16058921,"Rush",14,273,1364,"YYZ (Live In Cleveland)","Time Machine 2011: Live In Cleveland",1456951
16062701,"Udo Lindenberg",2,234,3673,"Cello (feat. Clueso) [MTV Unplugged Live Edit]","Cello (feat. Clueso)",1457208
16065155,"Mixage",7,246,1075252,"Cherry Cherry Lady (Originally Performed By Modern Talking)","The 80's, Vol. 2",1457433
16087283,"Modà",13,490,759509,"Addormentati con me","Quello che non ti ho detto",1459545
16089367,"Hanson",7,271,11741,"When You Gone","Underneath",1459758
16099839,"Parni Valjak",1,291,510629,"Nakon Svih Godina","Stvarno Nestvarno",1460892
16099852,"Parni Valjak",6,297,510629,"Kralj Iluzija","Stvarno Nestvarno",1460892
16114341,"Diego Torres",14,268,15133,"Color Esperanza","Mis Favoritas",1461575
16115431,"Olly Murs",1,202,785015,"Dance with Me Tonight","Dance With Me Tonight",1461558
16116673,"Scorpions",2,246,1398,"No One Like You","Comeblack",1461485
16116689,"Scorpions",7,403,1398,"Still Loving You","Comeblack",1461485
16130031,"Molly Morkoski",207,108,1142429,"Six Celebratory Inventions: II. for Henri Dutilleux At Eighty","George Perle: A Retrospective",1463172
16131712,"Avicii",1,200,518500,"Levels","Levels",1463259
16136807,"Andrea Bocelli",8,261,1469,"Amazing Grace","Concerto: One Night In Central Park",1463664
16142268,"Various Artists",5,364,209,"Ennai Thedi","Ennai Thedi",1464113
16147974,"Westlife",6,232,228,"My Love","Greatest Hits",1464640
16147986,"Westlife",11,240,228,"You Raise Me Up","Greatest Hits",1464640
16159837,"One Direction",5,192,1076111,"Up All Night","Up All Night",1465930
16162109,"Kraddy",3,232,331929,"Android Porn","International Battle Of The Year 2011 - The Soundtrack",1466304
16169375,"Jessie J",13,231,341566,"Who You Are","Who You Are",1466992
16169376,"Jessie J",14,232,341566,"Domino","Who You Are",1466992
16169418,"Rammstein",1,233,845,"MEIN LAND","MEIN LAND",1466998
16170907,"Gregorian Chant Meditation Relaxation and Sleep",10,180,1144833,"Gregorian Chant Lullaby Gregorian Chant Music]","Gregorian Chant Meditation, Relaxation and Sleep",1467114
16175638,"Romeo Santos",4,226,989502,"Llévame Contigo","Fórmula Vol. 1",1467211
16175642,"Romeo Santos",6,259,989502,"Promise","Fórmula Vol. 1",1467211
16175658,"Romeo Santos",13,251,989502,"You (Album Version)","Fórmula Vol. 1",1467211
16178848,"emptyset",1,341,466804,"Avichi (Original Mix)","Avichi Ep",1467737
16185340,"Robbin King",4,220,1073015,"Sexual Seduction","Vision 4",1468393
16185580,"Leo Dan",1,110,320279,"Celia","Leo Dan Cronología - Leo Dan (1963)",1468133
16185711,"Leo Dan",7,108,320279,"Mi Coche Tiene Novia (Album Version)","Leo Dan Cronología - Leo Dan (1965)",1468136
16189996,"Smooth Jazz",1,184,939112,"Smooth Jazz","Smooth Jazz",1468901
16194134,"David Bisbal",2,264,32648,"Dígale","Corazón Latino",498439
16197603,"Alejandro Sanz",3,291,5546,"Amiga Mia","Coleccion definitiva",1469381
16197747,"Alejandro Sanz",44,300,5546,"Y sera verdad (feat. Vicente Amigo y Enrique Morente)","Coleccion definitiva",1469381
16213810,"Christina Perri",6,285,772356,"A Thousand Years","The Twilight Saga: Breaking Dawn - Part 1",1470627
16214023,"Dusty Springfield",11,168,673,"You Don't Have To Say You Love Me","The Magic of Dusty Springfield",1470641
16262058,"Olly Murs",8,226,785015,"I'm OK","In Case You Didn't Know",1475065
16278083,"Elvis Presley",2,122,2200,"Blue Suede Shoes","The Best of Elvis Presley",1476753
16279633,"Michael Jackson",19,244,88,"Planet Earth / Earth Song (Immortal Version)","Immortal",1476232
16285552,"Nickelback",6,228,669,"Lullaby","Here And Now",1477242
16285553,"Nickelback",7,215,669,"Kiss It Goodbye","Here And Now",1477242
16285554,"Nickelback",8,252,669,"Trying Not To Love You","Here And Now",1477242
16294521,"Madcore",1,480,815660,"I Will Be Right Here For You","I Will Be Right Here For You",1478141
16296009,"Rihanna",1,200,10653,"You Da One","Talk That Talk",1478300
16296011,"Rihanna",2,243,10653,"Where Have You Been","Talk That Talk",1478300
16296013,"Rihanna",3,215,10653,"We Found Love","Talk That Talk",1478300
16296015,"Rihanna",4,210,10653,"Talk That Talk","Talk That Talk",1478300
16296452,"Rammstein",14,246,845,"SONNE","MADE IN GERMANY 1995 - 2011",1478337
16306549,"The Smash Karaoke Band",11,301,1154242,"My Heart will go on:Made famous by Celine Dione","Smash Karaoke Hits of the 90's",1479263
16319744,"Rey Ruiz",4,255,127956,"La Vi Llegar","Super Salsa 2010",1480149
16321955,"Trey Songz",5,264,12019,"Sex Ain't Better Than Love","Inevitable",1480479
16349739,"Yiruma",1,185,322322,"River Flows In You","River Flows In You",1482529
16351130,"Andre Rieu",3,354,58477,"And The Waltz Goes On","And The Waltz Goes On",1482608
16351565,"Take That",207,314,3216,"Back For Good","Progress Live",1482640
16377301,"Karaoke Diamonds",14,240,880326,"Ain't It Funny (Originally Performed By Jenifer Lopez)","Karaoke Playbacks, Vol. 209",1484574
16435920,"Red Hot Chilli Pipers",4,324,309302,"Chasing Cars","Bagpipe Hero",1489929
16442848,"Ane Brun",4,192,5830,"Do You Remember","It All Starts With One",1490618
16449268,"Sway",1,180,10649,"Still Speedin%u2019","Still Speedin'",1491030
16449719,"Cartoon Band",4,146,360414,"I due liocorni","Pippi calzelunghe compilation",1491062
16458232,"Shakira",4,315,21239,"Whenever, Wherever (Live Version)","Live From Paris",1491751
16458241,"Shakira",13,187,21239,"Loca (Live Version)","Live From Paris",1491751
16458246,"Shakira",18,414,21239,"Hips Don't Lie (Live Version)","Live From Paris",1491751
16459985,"Beaten Track",17,329,993632,"Gladiator","Soundtrackers %u2013 Musicals",1492792
16482268,"Two Steps From Hell",10,172,1163244,"Invincible","Invincible",1493981
16482290,"Thomas Bergersen, Two Steps From Hell",14,170,1939769,"Protectors of the Earth","Invincible",1493981
16483702,"Trance",16,331,148004,"Psy Trance (Mp3 Top Trance Songs)","Trance Music",1494855
16485363,"Elvis Presley",13,135,2200,"Silent Night","Christmas",1494965
16491245,"Amine Boufarissi &amp; Amine Abdelaoui",2,376,1123196,"Marrakech","Red Jasper EP",1494037
16493547,"David Bisbal",6,353,32648,"Esta Ausencia","Una Noche En El Teatro Real",1495620
16493992,"Elvis Presley",11,156,2200,"Got A Lot O` Livin` To Do","Believe In Peace",1495653
16518144,"Serena rock band",6,282,386778,"Rock Palace","Area sismica (Rock Bands Compilation)",1497388
16537014,"Alex Gaudino",23,413,86684,"Destination Calabria","Time 25th Anniversary",1500743
16552456,"Kazimierz Kord / Warsaw Philharmonic Orchestra / Joanna Koslowska",1,604,661305,"Górecki: Symphony No.3 &quot;Symphony Of Sorrowful Songs&quot; - Gorecki: Symphony No. 3 - Lento E Largo","Gorecki: Symphony No.3 - Lento E Largo",1502094
16567064,"The Smiths",19,197,1268,"Ask","The Sound Of The Smiths (Standard iTunes Exclusive Version)",1503417
16630701,"Alexandra Stan",309,132,878065,"Get Back (ASAP)","The Workout Mix 2012",1508155
16630745,"Inna",410,148,143513,"Sun Is Up","The Workout Mix 2012",1508155
16634384,"Sam Cooke",1,165,8854,"You Send Me","Sam Cooke Collection Hits",1508636
16634388,"Sam Cooke",4,160,8854,"(I Love You) for Sentimental Reasons","Sam Cooke Collection Hits",1508636
16634394,"Sam Cooke",8,164,8854,"Twistin' the Night Away","Sam Cooke Collection Hits",1508636
16634397,"Sam Cooke",11,129,8854,"Wonderful World","Sam Cooke Collection Hits",1508636
16634748,"Alexia",3,210,97994,"Da grande","Live in Toscana",1508660
16637209,"Fabrizio De Andrè",1304,297,94542,"Dolcenera","Fabrizio De André Opere Complete",1508616
16649633,"Enya",1,223,4099,"Trains And Winter Rains","The Very Best Of Enya",1510095
16649641,"Enya",9,218,4099,"Only Time (Original Version)","The Very Best Of Enya",1510095
16670623,"Akcent",4,165,95676,"My Passion","My Passion",1511886
16670624,"Akcent",5,198,95676,"My Passion","My Passion",1511886
16674549,"Yiruma",4,302,322322,"Kiss the Rain","The Best - Reminiscent 10th Anniversary",1511608
16701975,"Flo Rida",1,248,91692,"Good Feeling","Good Feeling",1514805
16702320,"London Music Works",8,155,166348,"Theme (From &quot;Battlefield 1942&quot;)","The Essential Games Music Collection Vol.1",1514827
16777460,"Rambo Amadeus",13,814,530301,"FAP Masina","U Domu Sindikata (feat. Mutant Dance Sextet)",1521888
16777462,"Rambo Amadeus",15,728,530301,"Mega Mix 01 (Samo Balade   Jedno Te Isto   Amerika i Engleska   Zastavnik Dzemo","U Domu Sindikata (feat. Mutant Dance Sextet)",1521888
16804718,"Howlin' Wolf",3,188,10229,"Smokestack Lightning","Howlin' Wolf Sittin' On Top of the World",1524451
16814978,"Smile.Dk",1,174,221112,"Moshi Moshi","Moshi Moshi",1525397
16818291,"Bomfunk MC's",10,227,32616,"(Crack It) Something Going On","Burnin' Sneakers",1525382
16821420,"Sertab Erener",7,167,48206,"Everyway That I Can (Special Bubbling Mix)","The Best of Sertab Erener",1525497
16856614,"Slovak Radio Symphony Orchestra",33,100,126713,"Jana Gana Mana (Thou art ruler of the minds of All People), &quot;Jana gana mana adhinayaka jaya he&quot; (O! Dispenser of India's destiny, thou art the ruler of the minds of all people) (India)","44 Of the World's Most Famous National Anthems",1528946
16877793,"Yo Yo Honey Singh",3,213,1188195,"Angreji Beat","International Villager",1530630
16877802,"Yo Yo Honey Singh",12,262,1188195,"Yaad","International Villager",1530630
16880478,"Mukesh",7,218,55863,"Sajan Re Jhoot Mat Bolo","Bollywood Anthology, Vol. 7",1530898
16882313,"The Champions",1,29,272938,"Champions League Theme","Champions League Theme",1531039
16891317,"New Paradise",12,188,919569,"Gangster's Paradise","Best of New Paradise",1531899
16898032,"Hemachandra",1,318,2131874,"Thanjavoor Jilla Kaari","Suraa (Original Motion Picture Soundtrack)",1531801
16956252,"J Bigga",8,203,529012,"Justin Beiber Likes Butsecks","The J Biggapocolypse 3: The Prequel Part II",1537843
16985702,"Skrillex",2,215,843632,"Bangarang (feat. Sirah)","Bangarang EP",1540370
16994315,"Katy Perry",8,220,132789,"Hot N Cold","iSoundtrack II - Music From and Inspired by the Hit TV Show",1541334
17009797,"Bob &amp; Delores Hope",13,155,1196183,"Silver Bells","1960's Holiday Playlist",1542538
17029767,"Tonight",1,248,922060,"We Are Young","Tonight We Are Young",1544556
17064960,"Train",1,195,52118,"Drive By","Drive By",1547593
17068256,"Starmakers Karaoke Band",4,199,1145726,"Don't Hold Your Breath","Starmakers Karaoke Backtracks, Vol. 1",1548183
17079284,"Cumhur Avcil",1,163,1061423,"Stress","Lovesick",1549182
17099196,"Wavemanx",2,473,980158,"Counterweight","Counterweight EP",1551161
17120892,"Rory Gallagher",8,415,27941,"A Million Miles Away (Remastered 2011)","Tattoo",1548363
17140530,"Combichrist",4,256,102544,"Get Your Body Beat","Get Your Body Beat",1555507
17149371,"Hocico",7,372,102411,"Bite Me!","Blood On The Red Square",1556491
17155282,"Soulcast",6,205,277955,"Someone Like Me","Someone Like Me",1557068
17222697,"Soft Christmas Music",18,303,1205424,"Silent Night","The Christmas Minstrel - Soft Christmas Music",1559169
17230469,"Brennan Heart, Wildstylez",6,183,1208884,"Lose My Mind","Harderz 2012",1564143
17251258,"Gods Property",207,519,141990,"He'll Take The Pain Away","The Essential Kirk Franklin",1566189
17296512,"Lana Del Rey",1,286,1107056,"Born To Die","Born To Die",1571214
17296514,"Lana Del Rey",3,209,1107056,"Blue Jeans","Born To Die",1571214
17296518,"Lana Del Rey",5,223,1107056,"Diet Mountain Dew","Born To Die",1571214
17296529,"Lana Del Rey",11,265,1107056,"Summertime Sadness","Born To Die",1571214
17308556,"David Guetta",2,308,15219,"Turn Me On (David Guetta and Laidback Luke Remix)","Turn Me On (feat.Nicki Minaj) [Remixes]",1572376
17310572,"Elvis Presley",1,181,2200,"Can't Help Falling in Love","100",1572539
17310640,"Elvis Presley",39,154,2200,"Sentimental Me","100",1572539
17310680,"Elvis Presley",65,161,2200,"I Want You, I Need You, I Love You","100",1572539
17311646,"Coldplay",4,285,20,"Charlie Brown","Mylo Xyloto",1572624
17311740,"Coldplay",11,193,20,"Up in Flames","Mylo Xyloto",1572624
17314578,"Marc Deon",1,322,609901,"Motivational Speaker","Motivational Speaker",1572818
17323515,"Patrick Hernandez",1,368,209640,"Born To Be Alive","Born To Be Alive - The Best Of Patrick Hernandez",1573557
17331597,"Syntheticsax",3,632,949895,"Energetic (Etended)","Energetic",1574496
17347003,"James Vincent McMorrow",2,240,252802,"Hear the Noise That Moves So Soft and Low","Early in the Morning",1575844
17422696,"Mikis Theodorakis",1,251,23641,"Zorba the Greek:  Zorba's Dance","Zorba the Greek: Digitally Remastered, Bonus Booklet Edition",1584223
17430077,"Nightwish",4,350,11846,"Slow, Love, Slow","Imaginaerum",1585033
17430150,"Nightwish",204,350,11846,"Slow, Love, Slow","Imaginaerum",1585033
17449404,"Pitbull",1,217,11439,"I Like - The Remix","I Like - The Remix",1587207
17449416,"Jeff Dougler &amp; Balu",4,463,880231,"Going Gonzo","Bootleggers &amp; Baptists Sampler",1587369
17454167,"Lester Young",15,211,41058,"It's Sad But True","It's Sad But True",1587753
17488647,"Ella Fitzgerald",46,248,133,"I Am in Love (Original Mix)","The Best of Me",1591970
17499150,"Epica",2,431,48704,"Monopoly On Truth","Requiem For The Indifferent",1593203
17499153,"Epica",3,312,48704,"Storm The Sorrow","Requiem For The Indifferent",1593203
17499155,"Epica",4,367,48704,"Delirium","Requiem For The Indifferent",1593203
17503745,"Juan Luis Guerra",5,192,46172,"En El Cielo No Hay Hospital","Coleccion Cristiana",1593643
17503766,"Juan Luis Guerra",11,245,46172,"Nada Me Separara","Coleccion Cristiana",1593643
17508930,"The Rich And Famous / Kings Of The Sun",3,294,1224978,"In Another World","The Rich And Famous Plus Bonus Free Resurrection CD",1594172
17511338,"Loreen",1,182,932758,"Euphoria (Single Version)","Euphoria",1594440
17519736,"Beatmasta",7,266,1035485,"Dangerus","The Sound of  Beatmasta",1595382
17525151,"Hector y Tito",3,158,98855,"Baila Morena (Reggaepop Mix)","Baila Morena",1595983
17537355,"fun.",2,277,445777,"Some Nights","Some Nights",1597348
17555463,"George Michael",1,409,21269,"Jesus to  Child","Ladies And Gentlemen... The Best Of George Michael",1598860
17555464,"George Michael",2,341,21269,"Father Figure (Album Version)","Ladies And Gentlemen... The Best Of George Michael",1598860
17555465,"George Michael",3,300,21269,"Careless Whisper","Ladies And Gentlemen... The Best Of George Michael",1598860
17555481,"George Michael",205,388,21269,"Freedom! '90 (Album Version)","Ladies And Gentlemen... The Best Of George Michael",1598860
17555490,"George Michael",214,193,21269,"Faith","Ladies And Gentlemen... The Best Of George Michael",1598860
17555553,"Reik",1,164,309768,"Creo en Ti","Creo en Ti",1598875
17560150,"Madonna",11,238,6051,"Masterpiece","MDNA",1599528
17569022,"Newheart",3,411,249382,"Enthusiastic Energy","Visualize the Vibe (20  Vibrant House Music Tunes In Bb-Key)",1600670
17581743,"Elvis Presley",1,145,2200,"Jailhouse Rock","Jailhouse Rock",1601937
17585137,"Game of Thrones Orchestra",1,422,1105632,"Game of Thrones Theme (King's Landing Version) ","Game of Thrones (Theme From  HBO Tv Series)",1602445
17587548,"Ryan Michaels",1,237,578895,"Stylish One","Stylish One",1602837
17611005,"Gym Class Heroes",10,229,18665,"The Fighter (feat. Ryan Tedder)","The Papercut Chronicles II",1605553
17661841,"dRamatic",1,380,513155,"Devotion","Devotion",1610423
17664210,"Intense Workout Music Series",15,206,1068037,"Intensity","Intensity - Music for Intense Workout, High Energy Dance Tracks Workout Music and Workout Songs ideal for Intense Fitness, Aerobic Dance, Exercise, Workout, Aerobics, Running, Walking, Dynamix, Cardio",1609635
